Ubicacion,Codigo,Descripcion,total
Deposit N4 - D10,0365,CABLE CLIPS   8  mm,18000
Deposit N4 - D10,0366,CABLE CLIPS   9  mm,18000
Deposit N4 - D11,0132,VDS DRAAD FLEX  1.5 mm GR/GL,400
Deposit N4 - D11,0137,VDS DRAAD FLEX 10 mm ZWART,200
Deposit N4 - D11,0138,VDS DRAAD FLEX 10 mm BLAUW,700
Deposit N4 - D11,0140,VDS DRAAD FLEX 16 mm BLAUW,300
Deposit N4 - D11,0143,VDS DRAAD FLEX 25 mm BLAUW,100
Deposit N4 - D11,0144,VDS DRAAD FLEX 25 mm GR/GL-K,100
Deposit N4 - D11,0149,VDS DRAAD FLEX 2.5mm ZWART,300
Deposit N4 - D11,0150,VDS DRAAD FLEX 2.5mm BLAUW,300
Deposit N4 - D11,0155,VDS DRAAD FLEX 2.5mm ROOD,300
Deposit N4 - D12,0108,VD DRAAD  6  mm  ZWART,300
Deposit N4 - D12,0109,VD DRAAD  6  mm  BLAUW,500
Deposit N4 - D12,0110,VD DRAAD  6  mm  GR/GL,300
Deposit N4 - D12,0117,VD DRAAD 25  mm  ZWART,600
Deposit N4 - D12,0117,VD DRAAD 25  mm  ZWART,100
Deposit N4 - D12,0148,VDS DRAAD FLEX 50 mm ZWART,100
Deposit N4 - D12,0363,CABLE CLIPS   6  mm,6500
Deposit N4 - D13,1808,CA-86A CAJA VACIA TAPA TRANSP,7
Deposit N4 - D13,1817,CU-32 CAJA CUERPO CA-32,21
Deposit N4 - D13,1818,CU-33 CAJA CUERPO CA-33,15
Deposit N4 - D13,1820,CU-43 CAJA CUERPO CA-43,22
Deposit N4 - D14,0361,CABLE CLIPS   4  mm,45000
Deposit N4 - D14,0362,CABLE CLIPS   5  mm,29500
Deposit N4 - D14,0363,CABLE CLIPS   6  mm,60000
Deposit N4 - D15,0130,VDS DRAAD FLEX  1.5mm ZWART,400
Deposit N4 - D15,0131,VDS DRAAD FLEX  1.5 mm BLAUW,100
Deposit N4 - D15,0142,VDS DRAAD FLEX 25 mm ZWART,300
Deposit N4 - D15,0153,VDS DRAAD FLEX 4mm BLAUW,800
Deposit N4 - D15,0154,VDS DRAAD FLEX 4mm GR/GL,1400
Deposit N4 - D16,0107,VD DRAAD  4  mm  GL/GR,200
Deposit N4 - D16,0116,VD DRAAD 16  mm  GR/GL,100
Deposit N4 - D16,0119,VD DRAAD 25  mm  GR/GL,100
Deposit N4 - D16,0145,VDS DRAAD FLEX 35 mm ZWART,200
Deposit N4 - D16,0146,VDS DRAAD FLEX 35 mm BLAUW,200
Deposit N4 - D16,1855,RE-64 REGRUESO PARA CA-64,80
Deposit N4 - D16,1873,PMM-75 PLACA MONT.ART75,5
Deposit N4 - D16,1874,PMM-107 PLACA . PARA ART 107,5
Deposit N4 - D16,19201,RAILKOPER VERN 20X5MM,0
Deposit N4 - D16,3295,"BEDRADINGSDRAAD  0,75mm",6
Deposit N4 - D3,1868,CHM-325 CHASIS MODULAR BRES,3
Deposit N4 - D3,1869,CHM-43 CHASIS MODULAR BRES,5
Deposit N4 - D3,18691,CHM-54 CHASIS MODULAR BRES,12
Deposit N4 - D3,1870,CHM-64 CHASIS MODULAR BRES,2
Deposit N4 - D3,1871,CHM-65 CHASIS MODULAR BRES,5
Deposit N4 - D3,1872,CHM-86 CHASIS MODULAR BRES,3
Deposit N4 - D3,1886,OFM-14 OREJA FIJACION MURAL 4U,42
Deposit N4 - D4,0143,VDS DRAAD FLEX 25 mm BLAUW,100
Deposit N4 - D4,0147,VDS DRAAD FLEX 35 mm GR/GL,100
Deposit N4 - D4,0148,VDS DRAAD FLEX 50 mm ZWART,100
Deposit N4 - D4,0159,VDS H07V-K FLEX 50 mm BLAUW,200
Deposit N4 - D4,1655,OPBOUWKAST IDE ARM.40COM144,29
Deposit N4 - D4,1857,BRES-43 ARMARIO VACIO NORMAL,5
Deposit N4 - D4,1860,BRES-86 ARMARIO VACIO NORMAL,3
Deposit N4 - D4,1867,PBM-86 PLACA METALICA PBM-86,7
Deposit N4 - D4,3281,BALLAST 1x20W STARTER,47
Deposit N4 - D4,3282,BALLAST 1x20W STARTER 220V,0
Deposit N4 - D4,3283,BALLAST 1x40W STARTER,92
Deposit N4 - D4,3285,BALLAST 2x34W ELECTR  120 VOLT,75
Deposit N4 - D4,3286,BALLAST 2x40W RS  220 VOLT,230
Deposit N4 - D4,3288,BALLAST 4x32W electr120-277vT8,21
Deposit N4 - D4,3320,PICKENS RFTN 400W 7000K FLAT,29
Deposit N4 - D5,1808,CA-86A CAJA VACIA TAPA TRANSP,1
Deposit N4 - D5,18551,RE-66 REGRUESO PARA CA-66,1
Deposit N4 - D5,1858,BRES-64 ARMARIO VACIO NORMAL,3
Deposit N4 - D5,1859,BRES-65 ARMARIO VACIO NORMAL,9
Deposit N4 - D6,0367,CABLE CLIPS  10  mm,9700
Deposit N4 - D6,0368,CABLE CLIPS  11  mm,4500
Deposit N4 - D6,0373,CABLE CLIPS   11 - 15  mm,2400
Deposit N4 - D7,0141,VDS DRAAD FLEX 16mm GR/GL,100
Deposit N4 - D7,3323,PICKENS LED BASE T8 60 CM,249
Deposit N4 - D7,3327,PICKENS LED ORNEMENT WD 2X9W,62
Deposit N4 - D8,0111,VD DRAAD 10  mm  ZWART,100
Deposit N4 - D8,0112,VD DRAAD 10  mm  BLAUW,100
Deposit N4 - D8,0115,VD DRAAD 16  mm  BLAUW,400
Deposit N4 - D8,0118,VD DRAAD 25  mm  BLAUW,600
Deposit N4 - D9,1819,CU-44 CAJA CUERPO CA-44,28
Deposit N4 - D9,1821,CU-63 CAJA CUERPO CA-63,39
Deposit N4 - D9,1854,RE-63 REGRUESO PARA CA-63,10
Deposit N4 - E1,1805,CA-64 CAJA VACIA TAPA TRANSPAR,2
Deposit N4 - E1,1806,CA-66 CAJA VACIA TAPA TRANSPAR,16
Deposit N4 - E1,1925,HH1860737 EINDKAP UR403/8 15X8,41
Deposit N4 - E2,1887,HH1021489 RAILSTEUN 15X8MM,50
Deposit N4 - E2,18871,HH1021487 RAILST 15X4 R430/4,26
Deposit N4 - E2,1888,HH1021489 RAILSTEUN 15X16MM,25
Deposit N4 - E2,18881,HH1021490 RAILST 15X24 R430/24,11
Deposit N4 - E2,1924,HH1860736 EINDKAP UR403/4 15X4,45
Deposit N4 - E2,1926,HH1860738 EINDK UR403/16 15X16,14
Deposit N4 - E2,19261,HH1860739 EINDK UR403/24 15X24,58
Deposit N4 - E3,1880,DV-M DISPOSITIVO VENTILACION,6
Deposit N4 - E3,1881,DV-G DISPOSITIVO VENTILACION G,11
Deposit N4 - E3,18892,HH1763916 AFTAKSTRIP 250 NUL,8
Deposit N4 - E3,1890,HH 1764.194 AFTAKSET DMV 400L,8
Deposit N4 - E3,1891,HH 1764.249 AFTAKSET BOVEN N,8
Deposit N4 - E3,1892,HH 1764.116 AFTAKSET DMV630L,11
Deposit N4 - E3,1893,HH 1764.114 AFTAKSET DMV630NUL,12
Deposit N4 - E3,1896,HH 1014.946 AFTAKBLOK 6X16MM,36
Deposit N4 - E3,1897,HH 1014.316 RAILKOPPEL  A70/12,9
Deposit N4 - E3,1898,HH 1014.317 RAILKOPPEL  A70/16,12
Deposit N4 - E3,1906,HH 1014.939 AARDRAILSET 219 MM,17
Deposit N4 - E3,1907,HH 1014.940 AARDRAILSET 299 MM,17
Deposit N4 - E3,1908,HH 1021.008 RUB INV.TULE10-60,65
Deposit N4 - E3,1909,HH 1021.010 RUB INVTULE 12-80,54
Deposit N4 - E3,1910,HH 1042.705 BEV.MUUR 85X23,3
Deposit N4 - E3,1921,HH1042253 OPVULSTRIP 20X45,4
Deposit N4 - E3,1922,HH1021006 INV TULE PG21 E 62B,28
Deposit N4 - E3,1923,HH1021007 INV TULE PG29 E62C,25
Deposit N4 - E4,0245,VMVL  H05 V V-F 2x0.75  mm,500
Deposit N4 - E4,0247,VMvL H05 V V-F 2x1.5   mm,400
Deposit N4 - E4,02501,VMvL H05 V V-F 5G2.5   mm,500
Deposit N4 - E4,1882,OFC-4000 OREJA FIJACION  CAJA,39
Deposit N4 - E4,1883,TFT-400 TORNILLO PARA CAJA,107
Deposit N4 - E4,1884,TFT-400M TONILLO MANUAL,87
Deposit N4 - E4,1894,HH 1764.130 AFTAKSET DMV 1000L,1
Deposit N4 - E4,1895,HH 1764.132 AFTAKSET 1000A NUL,1
Deposit N4 - E4,18981,HH1014761 AFTAKKLEM M6X30,45
Deposit N4 - E4,1899,HH 1014.762 AFTAKKLEM 6X40,120
Deposit N4 - E4,1901,HH 1014.764 AFTAKKLEM M6X60,172
Deposit N4 - E4,1913,HH 1015.912 AANSL KLEM 1X95 M8,40
Deposit N4 - E4,1914,HH 1015.913 AANSL KLEM 1X185,44
Deposit N4 - E4,1915,HH 1015.914 AANSL KLEM 3X95,22
